"","x"
"ENSMUSG00000094309",0
"ENSMUSG00000094310",0
"ENSMUSG00000094311",0
"ENSMUSG00000094312",0
"ENSMUSG00000094313",0
"ENSMUSG00000094314",0
"ENSMUSG00000094315",0
"ENSMUSG00000094316",0
"ENSMUSG00000094317",0
"ENSMUSG00000094318",0
"ENSMUSG00000094319",0
"ENSMUSG00000094320",57
"ENSMUSG00000094321",0
"ENSMUSG00000094322",0
"ENSMUSG00000094323",0
"ENSMUSG00000094325",0
"ENSMUSG00000094326",5
"ENSMUSG00000094327",3
"ENSMUSG00000094328",0
"ENSMUSG00000094330",6
"ENSMUSG00000094334",45
"ENSMUSG00000094335",0
"ENSMUSG00000094336",0
"ENSMUSG00000094337",0
"ENSMUSG00000094338",216
"ENSMUSG00000094342",0
"ENSMUSG00000094344",31
"ENSMUSG00000094345",0
"ENSMUSG00000094346",0
"ENSMUSG00000094347",2
"ENSMUSG00000094349",0
"ENSMUSG00000094350",0
"ENSMUSG00000094351",0
"ENSMUSG00000094352",0
"ENSMUSG00000094353",0
"ENSMUSG00000094354",0
"ENSMUSG00000094356",0
"ENSMUSG00000094357",0
"ENSMUSG00000094358",0
"ENSMUSG00000094359",0
"ENSMUSG00000094360",0
"ENSMUSG00000094361",0
"ENSMUSG00000094362",0
"ENSMUSG00000094363",0
"ENSMUSG00000094364",0
"ENSMUSG00000094365",40
"ENSMUSG00000094366",0
"ENSMUSG00000094367",0
"ENSMUSG00000094369",0
"ENSMUSG00000094370",0
"ENSMUSG00000094371",0
"ENSMUSG00000094372",0
"ENSMUSG00000094374",2
"ENSMUSG00000094377",28
"ENSMUSG00000094378",0
"ENSMUSG00000094379",0
"ENSMUSG00000094380",0
"ENSMUSG00000094381",0
"ENSMUSG00000094382",61
"ENSMUSG00000094383",0
"ENSMUSG00000094384",0
"ENSMUSG00000094385",0
"ENSMUSG00000094386",0
"ENSMUSG00000094388",0
"ENSMUSG00000094389",0
"ENSMUSG00000094390",0
"ENSMUSG00000094391",0
"ENSMUSG00000094392",5
"ENSMUSG00000094394",0
"ENSMUSG00000094396",2
"ENSMUSG00000094399",0
"ENSMUSG00000094400",0
"ENSMUSG00000094401",0
"ENSMUSG00000094402",0
"ENSMUSG00000094403",0
"ENSMUSG00000094404",0
"ENSMUSG00000094405",2
"ENSMUSG00000094406",0
"ENSMUSG00000094407",0
"ENSMUSG00000094408",0
"ENSMUSG00000094409",0
"ENSMUSG00000094410",303
"ENSMUSG00000094411",0
"ENSMUSG00000094412",0
"ENSMUSG00000094413",0
"ENSMUSG00000094415",0
"ENSMUSG00000094416",0
"ENSMUSG00000094417",0
"ENSMUSG00000094419",0
"ENSMUSG00000094420",32
"ENSMUSG00000094421",1
"ENSMUSG00000094422",0
"ENSMUSG00000094423",0
"ENSMUSG00000094424",0
"ENSMUSG00000094426",0
"ENSMUSG00000094427",0
"ENSMUSG00000094428",0
"ENSMUSG00000094429",0
"ENSMUSG00000094430",0
"ENSMUSG00000094431",0
"ENSMUSG00000094432",0
"ENSMUSG00000094433",0
"ENSMUSG00000094435",2
"ENSMUSG00000094436",0
"ENSMUSG00000094437",1
"ENSMUSG00000094438",0
"ENSMUSG00000094439",21
"ENSMUSG00000094440",1
"ENSMUSG00000094441",972
"ENSMUSG00000094442",0
"ENSMUSG00000094443",0
"ENSMUSG00000094444",0
"ENSMUSG00000094445",0
"ENSMUSG00000094446",18
"ENSMUSG00000094447",32
"ENSMUSG00000094449",0
"ENSMUSG00000094452",0
"ENSMUSG00000094454",0
"ENSMUSG00000094455",0
"ENSMUSG00000094456",0
"ENSMUSG00000094457",0
"ENSMUSG00000094458",0
"ENSMUSG00000094460",0
"ENSMUSG00000094461",0
"ENSMUSG00000094462",2
"ENSMUSG00000094463",44
"ENSMUSG00000094464",1
"ENSMUSG00000094465",0
"ENSMUSG00000094466",0
"ENSMUSG00000094467",0
"ENSMUSG00000094468",0
"ENSMUSG00000094470",0
"ENSMUSG00000094471",0
"ENSMUSG00000094472",0
"ENSMUSG00000094473",0
"ENSMUSG00000094474",0
"ENSMUSG00000094475",0
"ENSMUSG00000094476",0
"ENSMUSG00000094477",0
"ENSMUSG00000094478",0
"ENSMUSG00000094481",0
"ENSMUSG00000094482",0
"ENSMUSG00000094483",15938
"ENSMUSG00000094484",0
"ENSMUSG00000094485",0
"ENSMUSG00000094486",0
"ENSMUSG00000094487",0
"ENSMUSG00000094488",0
"ENSMUSG00000094489",0
"ENSMUSG00000094491",0
"ENSMUSG00000094493",3
"ENSMUSG00000094494",0
"ENSMUSG00000094496",0
"ENSMUSG00000094497",0
"ENSMUSG00000094498",0
"ENSMUSG00000094499",0
"ENSMUSG00000094500",56
"ENSMUSG00000094501",0
"ENSMUSG00000094502",15
"ENSMUSG00000094504",0
"ENSMUSG00000094505",21
"ENSMUSG00000094506",0
"ENSMUSG00000094507",0
"ENSMUSG00000094508",0
"ENSMUSG00000094509",0
"ENSMUSG00000094510",0
"ENSMUSG00000094511",0
"ENSMUSG00000094513",0
"ENSMUSG00000094514",0
"ENSMUSG00000094515",0
"ENSMUSG00000094516",0
"ENSMUSG00000094520",0
"ENSMUSG00000094521",0
"ENSMUSG00000094522",0
"ENSMUSG00000094523",0
"ENSMUSG00000094524",0
"ENSMUSG00000094525",8
"ENSMUSG00000094526",0
"ENSMUSG00000094527",0
"ENSMUSG00000094528",1
"ENSMUSG00000094529",0
"ENSMUSG00000094530",83
"ENSMUSG00000094531",0
"ENSMUSG00000094532",0
"ENSMUSG00000094533",0
"ENSMUSG00000094534",1
"ENSMUSG00000094535",0
"ENSMUSG00000094537",0
"ENSMUSG00000094538",0
"ENSMUSG00000094539",0
"ENSMUSG00000094540",0
"ENSMUSG00000094541",0
"ENSMUSG00000094542",0
"ENSMUSG00000094543",0
"ENSMUSG00000094545",0
"ENSMUSG00000094546",567
"ENSMUSG00000094548",0
"ENSMUSG00000094550",0
"ENSMUSG00000094551",0
"ENSMUSG00000094552",0
"ENSMUSG00000094553",0
"ENSMUSG00000094554",0
"ENSMUSG00000094555",0
"ENSMUSG00000094556",0
"ENSMUSG00000094557",42
"ENSMUSG00000094558",0
"ENSMUSG00000094559",0
"ENSMUSG00000094560",0
"ENSMUSG00000094561",3
"ENSMUSG00000094562",10
"ENSMUSG00000094563",0
"ENSMUSG00000094564",0
"ENSMUSG00000094565",0
"ENSMUSG00000094566",0
"ENSMUSG00000094567",0
"ENSMUSG00000094568",13
"ENSMUSG00000094569",0
"ENSMUSG00000094570",0
"ENSMUSG00000094571",0
"ENSMUSG00000094572",0
"ENSMUSG00000094573",0
"ENSMUSG00000094574",0
"ENSMUSG00000094575",0
"ENSMUSG00000094576",0
"ENSMUSG00000094577",0
"ENSMUSG00000094578",0
"ENSMUSG00000094579",0
"ENSMUSG00000094581",0
"ENSMUSG00000094582",0
"ENSMUSG00000094584",0
"ENSMUSG00000094585",0
"ENSMUSG00000094586",0
"ENSMUSG00000094587",0
"ENSMUSG00000094588",0
"ENSMUSG00000094589",0
"ENSMUSG00000094590",0
"ENSMUSG00000094592",0
"ENSMUSG00000094593",0
"ENSMUSG00000094594",77
"ENSMUSG00000094595",488
"ENSMUSG00000094596",0
"ENSMUSG00000094597",0
"ENSMUSG00000094598",0
"ENSMUSG00000094599",0
"ENSMUSG00000094601",0
"ENSMUSG00000094602",0
"ENSMUSG00000094603",0
"ENSMUSG00000094604",0
"ENSMUSG00000094605",41
"ENSMUSG00000094606",0
"ENSMUSG00000094607",0
"ENSMUSG00000094608",0
"ENSMUSG00000094609",0
"ENSMUSG00000094610",0
"ENSMUSG00000094612",0
"ENSMUSG00000094613",0
"ENSMUSG00000094615",0
"ENSMUSG00000094616",0
"ENSMUSG00000094618",10
"ENSMUSG00000094619",1
"ENSMUSG00000094620",0
"ENSMUSG00000094621",0
"ENSMUSG00000094622",12
"ENSMUSG00000094623",0
"ENSMUSG00000094624",0
"ENSMUSG00000094625",0
"ENSMUSG00000094626",89
"ENSMUSG00000094627",7
"ENSMUSG00000094628",1
"ENSMUSG00000094630",0
"ENSMUSG00000094631",0
"ENSMUSG00000094632",0
"ENSMUSG00000094634",0
"ENSMUSG00000094635",0
"ENSMUSG00000094636",0
"ENSMUSG00000094637",0
"ENSMUSG00000094638",0
"ENSMUSG00000094639",0
"ENSMUSG00000094641",0
"ENSMUSG00000094642",0
"ENSMUSG00000094643",0
"ENSMUSG00000094647",0
"ENSMUSG00000094648",4
"ENSMUSG00000094649",13
"ENSMUSG00000094650",24
"ENSMUSG00000094651",2
"ENSMUSG00000094652",103
"ENSMUSG00000094654",0
"ENSMUSG00000094655",72
"ENSMUSG00000094656",0
"ENSMUSG00000094657",0
"ENSMUSG00000094658",0
"ENSMUSG00000094659",0
"ENSMUSG00000094660",0
"ENSMUSG00000094661",0
"ENSMUSG00000094662",0
"ENSMUSG00000094663",0
"ENSMUSG00000094664",0
"ENSMUSG00000094665",2
"ENSMUSG00000094667",0
"ENSMUSG00000094668",0
"ENSMUSG00000094669",0
"ENSMUSG00000094670",0
"ENSMUSG00000094672",0
"ENSMUSG00000094673",1
"ENSMUSG00000094675",0
"ENSMUSG00000094676",5
"ENSMUSG00000094677",0
"ENSMUSG00000094678",3
"ENSMUSG00000094679",0
"ENSMUSG00000094680",0
"ENSMUSG00000094681",0
"ENSMUSG00000094682",0
"ENSMUSG00000094683",9
"ENSMUSG00000094684",0
"ENSMUSG00000094685",19
"ENSMUSG00000094686",0
"ENSMUSG00000094687",0
"ENSMUSG00000094688",0
"ENSMUSG00000094689",126
"ENSMUSG00000094690",9
"ENSMUSG00000094691",0
"ENSMUSG00000094692",0
"ENSMUSG00000094693",0
"ENSMUSG00000094694",72
"ENSMUSG00000094695",0
"ENSMUSG00000094696",0
"ENSMUSG00000094698",0
"ENSMUSG00000094699",0
"ENSMUSG00000094700",0
"ENSMUSG00000094701",0
"ENSMUSG00000094702",0
"ENSMUSG00000094703",0
"ENSMUSG00000094704",0
"ENSMUSG00000094706",0
"ENSMUSG00000094707",0
"ENSMUSG00000094708",6
"ENSMUSG00000094709",0
"ENSMUSG00000094710",0
"ENSMUSG00000094712",0
"ENSMUSG00000094713",0
"ENSMUSG00000094714",0
"ENSMUSG00000094715",0
"ENSMUSG00000094717",0
"ENSMUSG00000094718",0
"ENSMUSG00000094719",0
"ENSMUSG00000094720",0
"ENSMUSG00000094721",0
"ENSMUSG00000094722",0
"ENSMUSG00000094723",0
"ENSMUSG00000094724",48
"ENSMUSG00000094725",0
"ENSMUSG00000094726",0
"ENSMUSG00000094727",0
"ENSMUSG00000094728",0
"ENSMUSG00000094729",0
"ENSMUSG00000094730",0
"ENSMUSG00000094732",0
"ENSMUSG00000094733",0
"ENSMUSG00000094734",0
"ENSMUSG00000094735",0
"ENSMUSG00000094736",0
"ENSMUSG00000094737",0
"ENSMUSG00000094738",0
"ENSMUSG00000094739",0
"ENSMUSG00000094741",0
"ENSMUSG00000094743",0
"ENSMUSG00000094745",0
"ENSMUSG00000094746",0
"ENSMUSG00000094747",4
"ENSMUSG00000094748",0
"ENSMUSG00000094750",0
"ENSMUSG00000094751",0
"ENSMUSG00000094752",0
"ENSMUSG00000094753",0
"ENSMUSG00000094754",0
"ENSMUSG00000094755",1
"ENSMUSG00000094757",0
"ENSMUSG00000094758",0
"ENSMUSG00000094759",0
"ENSMUSG00000094760",0
"ENSMUSG00000094762",0
"ENSMUSG00000094763",1
"ENSMUSG00000094764",0
"ENSMUSG00000094765",0
"ENSMUSG00000094766",0
"ENSMUSG00000094767",2
"ENSMUSG00000094768",0
"ENSMUSG00000094771",0
"ENSMUSG00000094772",8
"ENSMUSG00000094773",0
"ENSMUSG00000094775",0
"ENSMUSG00000094777",15
"ENSMUSG00000094778",1
"ENSMUSG00000094779",0
"ENSMUSG00000094780",0
"ENSMUSG00000094782",0
"ENSMUSG00000094784",0
"ENSMUSG00000094785",0
"ENSMUSG00000094786",2
"ENSMUSG00000094787",2
"ENSMUSG00000094789",0
"ENSMUSG00000094790",8
"ENSMUSG00000094791",0
"ENSMUSG00000094792",0
"ENSMUSG00000094793",0
"ENSMUSG00000094794",0
"ENSMUSG00000094796",465
"ENSMUSG00000094797",0
"ENSMUSG00000094799",1
"ENSMUSG00000094800",0
"ENSMUSG00000094801",0
"ENSMUSG00000094802",0
"ENSMUSG00000094803",0
"ENSMUSG00000094804",0
"ENSMUSG00000094805",0
"ENSMUSG00000094806",0
"ENSMUSG00000094807",0
"ENSMUSG00000094808",0
"ENSMUSG00000094810",0
"ENSMUSG00000094811",0
"ENSMUSG00000094812",1
"ENSMUSG00000094813",0
"ENSMUSG00000094814",0
"ENSMUSG00000094815",3
"ENSMUSG00000094817",0
"ENSMUSG00000094818",0
"ENSMUSG00000094819",0
"ENSMUSG00000094820",5
"ENSMUSG00000094821",0
"ENSMUSG00000094822",0
"ENSMUSG00000094823",0
"ENSMUSG00000094824",31
"ENSMUSG00000094825",0
"ENSMUSG00000094826",0
"ENSMUSG00000094827",0
"ENSMUSG00000094828",0
"ENSMUSG00000094829",0
"ENSMUSG00000094830",2
"ENSMUSG00000094831",0
"ENSMUSG00000094832",2
"ENSMUSG00000094833",0
"ENSMUSG00000094834",0
"ENSMUSG00000094836",0
"ENSMUSG00000094837",0
"ENSMUSG00000094838",0
"ENSMUSG00000094840",4
"ENSMUSG00000094841",0
"ENSMUSG00000094842",65
"ENSMUSG00000094843",0
"ENSMUSG00000094845",2
"ENSMUSG00000094846",2
"ENSMUSG00000094847",0
"ENSMUSG00000094848",0
"ENSMUSG00000094849",2
"ENSMUSG00000094850",1
"ENSMUSG00000094852",106
"ENSMUSG00000094854",0
"ENSMUSG00000094855",0
"ENSMUSG00000094856",0
"ENSMUSG00000094858",0
"ENSMUSG00000094860",0
"ENSMUSG00000094861",0
"ENSMUSG00000094862",6
"ENSMUSG00000094864",0
"ENSMUSG00000094865",2
"ENSMUSG00000094866",0
"ENSMUSG00000094867",0
"ENSMUSG00000094868",0
"ENSMUSG00000094869",0
"ENSMUSG00000094870",8115
"ENSMUSG00000094872",0
"ENSMUSG00000094873",0
"ENSMUSG00000094874",0
"ENSMUSG00000094875",0
"ENSMUSG00000094876",0
"ENSMUSG00000094877",0
"ENSMUSG00000094878",0
"ENSMUSG00000094879",0
"ENSMUSG00000094880",0
"ENSMUSG00000094881",0
"ENSMUSG00000094883",0
"ENSMUSG00000094884",0
"ENSMUSG00000094885",0
"ENSMUSG00000094886",0
"ENSMUSG00000094887",0
"ENSMUSG00000094888",0
"ENSMUSG00000094889",0
"ENSMUSG00000094890",0
"ENSMUSG00000094891",0
"ENSMUSG00000094892",0
"ENSMUSG00000094893",0
"ENSMUSG00000094894",0
"ENSMUSG00000094895",0
"ENSMUSG00000094896",90
"ENSMUSG00000094897",0
"ENSMUSG00000094898",5
"ENSMUSG00000094901",0
"ENSMUSG00000094902",28
"ENSMUSG00000094903",0
"ENSMUSG00000094904",0
"ENSMUSG00000094905",0
"ENSMUSG00000094906",0
"ENSMUSG00000094910",1
"ENSMUSG00000094911",0
"ENSMUSG00000094912",0
"ENSMUSG00000094913",0
"ENSMUSG00000094914",0
"ENSMUSG00000094915",0
"ENSMUSG00000094916",0
"ENSMUSG00000094917",0
"ENSMUSG00000094918",0
"ENSMUSG00000094919",0
"ENSMUSG00000094920",0
"ENSMUSG00000094921",0
"ENSMUSG00000094922",0
"ENSMUSG00000094923",0
"ENSMUSG00000094925",0
"ENSMUSG00000094926",0
"ENSMUSG00000094927",1
"ENSMUSG00000094928",0
"ENSMUSG00000094929",0
"ENSMUSG00000094930",0
"ENSMUSG00000094931",0
"ENSMUSG00000094932",0
"ENSMUSG00000094933",0
"ENSMUSG00000094934",0
"ENSMUSG00000094935",0
"ENSMUSG00000094936",2597
"ENSMUSG00000094937",0
"ENSMUSG00000094938",0
"ENSMUSG00000094939",0
"ENSMUSG00000094940",22
"ENSMUSG00000094941",0
"ENSMUSG00000094942",56
"ENSMUSG00000094943",1
"ENSMUSG00000094945",0
"ENSMUSG00000094946",0
"ENSMUSG00000094948",0
"ENSMUSG00000094950",0
"ENSMUSG00000094951",0
"ENSMUSG00000094952",0
"ENSMUSG00000094954",0
"ENSMUSG00000094955",2246
"ENSMUSG00000094956",0
"ENSMUSG00000094957",0
"ENSMUSG00000094958",0
"ENSMUSG00000094959",42
"ENSMUSG00000094960",0
"ENSMUSG00000094962",0
"ENSMUSG00000094963",0
"ENSMUSG00000094964",0
"ENSMUSG00000094965",0
"ENSMUSG00000094966",1
"ENSMUSG00000094967",0
"ENSMUSG00000094968",0
"ENSMUSG00000094969",16
"ENSMUSG00000094970",0
"ENSMUSG00000094971",0
"ENSMUSG00000094972",0
"ENSMUSG00000094973",8
"ENSMUSG00000094974",0
"ENSMUSG00000094975",0
"ENSMUSG00000094976",0
"ENSMUSG00000094977",11
"ENSMUSG00000094978",0
"ENSMUSG00000094979",0
"ENSMUSG00000094980",0
"ENSMUSG00000094981",0
"ENSMUSG00000094982",0
"ENSMUSG00000094983",0
"ENSMUSG00000094985",1
"ENSMUSG00000094986",0
"ENSMUSG00000094987",0
"ENSMUSG00000094989",10
"ENSMUSG00000094991",0
"ENSMUSG00000094992",0
"ENSMUSG00000094993",0
"ENSMUSG00000094994",0
"ENSMUSG00000094995",6
"ENSMUSG00000094997",0
"ENSMUSG00000094998",0
"ENSMUSG00000094999",0
"ENSMUSG00000095000",0
"ENSMUSG00000095002",0
"ENSMUSG00000095003",0
"ENSMUSG00000095005",0
"ENSMUSG00000095006",0
"ENSMUSG00000095007",0
"ENSMUSG00000095008",0
"ENSMUSG00000095009",0
"ENSMUSG00000095010",0
"ENSMUSG00000095011",0
"ENSMUSG00000095015",0
"ENSMUSG00000095016",101
"ENSMUSG00000095017",0
"ENSMUSG00000095019",0
"ENSMUSG00000095020",0
"ENSMUSG00000095021",0
"ENSMUSG00000095022",0
"ENSMUSG00000095023",0
"ENSMUSG00000095024",0
"ENSMUSG00000095025",0
"ENSMUSG00000095026",3
"ENSMUSG00000095027",0
"ENSMUSG00000095028",0
"ENSMUSG00000095029",0
"ENSMUSG00000095030",0
"ENSMUSG00000095031",0
"ENSMUSG00000095032",0
"ENSMUSG00000095033",0
"ENSMUSG00000095034",0
"ENSMUSG00000095035",0
"ENSMUSG00000095037",0
"ENSMUSG00000095040",0
"ENSMUSG00000095041",9817
"ENSMUSG00000095042",50
"ENSMUSG00000095044",0
"ENSMUSG00000095045",0
"ENSMUSG00000095047",0
"ENSMUSG00000095048",0
"ENSMUSG00000095049",0
"ENSMUSG00000095051",0
"ENSMUSG00000095052",0
"ENSMUSG00000095053",0
"ENSMUSG00000095054",108
"ENSMUSG00000095056",0
"ENSMUSG00000095057",0
"ENSMUSG00000095059",0
"ENSMUSG00000095060",0
"ENSMUSG00000095061",229
"ENSMUSG00000095063",0
"ENSMUSG00000095064",0
"ENSMUSG00000095065",0
"ENSMUSG00000095066",0
"ENSMUSG00000095068",34
"ENSMUSG00000095069",0
"ENSMUSG00000095070",0
"ENSMUSG00000095071",0
"ENSMUSG00000095072",0
"ENSMUSG00000095073",0
"ENSMUSG00000095074",0
"ENSMUSG00000095075",0
"ENSMUSG00000095076",0
"ENSMUSG00000095078",3
"ENSMUSG00000095079",0
"ENSMUSG00000095081",0
"ENSMUSG00000095082",0
"ENSMUSG00000095085",0
"ENSMUSG00000095086",0
"ENSMUSG00000095087",93
"ENSMUSG00000095088",0
"ENSMUSG00000095089",0
"ENSMUSG00000095091",0
"ENSMUSG00000095092",0
"ENSMUSG00000095093",0
"ENSMUSG00000095094",0
"ENSMUSG00000095095",0
"ENSMUSG00000095096",0
"ENSMUSG00000095097",0
"ENSMUSG00000095098",2346
"ENSMUSG00000095100",0
"ENSMUSG00000095101",6
"ENSMUSG00000095102",0
"ENSMUSG00000095103",0
"ENSMUSG00000095104",0
"ENSMUSG00000095105",33
"ENSMUSG00000095107",0
"ENSMUSG00000095108",0
"ENSMUSG00000095110",0
"ENSMUSG00000095111",9
"ENSMUSG00000095112",0
"ENSMUSG00000095113",0
"ENSMUSG00000095115",1725
"ENSMUSG00000095116",0
"ENSMUSG00000095117",0
"ENSMUSG00000095118",0
"ENSMUSG00000095119",0
"ENSMUSG00000095121",0
"ENSMUSG00000095122",0
"ENSMUSG00000095123",2649
"ENSMUSG00000095125",0
"ENSMUSG00000095126",0
"ENSMUSG00000095127",96
"ENSMUSG00000095128",0
"ENSMUSG00000095129",0
"ENSMUSG00000095130",102
"ENSMUSG00000095131",0
"ENSMUSG00000095132",0
"ENSMUSG00000095133",4
"ENSMUSG00000095134",439
"ENSMUSG00000095135",0
"ENSMUSG00000095136",0
"ENSMUSG00000095137",0
"ENSMUSG00000095138",0
"ENSMUSG00000095139",9
"ENSMUSG00000095140",0
"ENSMUSG00000095141",0
"ENSMUSG00000095142",0
"ENSMUSG00000095143",0
"ENSMUSG00000095146",1
"ENSMUSG00000095147",0
"ENSMUSG00000095148",0
"ENSMUSG00000095149",0
"ENSMUSG00000095150",2
"ENSMUSG00000095151",0
"ENSMUSG00000095152",0
"ENSMUSG00000095153",0
"ENSMUSG00000095154",0
"ENSMUSG00000095155",0
"ENSMUSG00000095156",0
"ENSMUSG00000095159",93
"ENSMUSG00000095160",0
"ENSMUSG00000095163",0
"ENSMUSG00000095165",0
"ENSMUSG00000095168",89
"ENSMUSG00000095169",0
"ENSMUSG00000095170",1
"ENSMUSG00000095171",0
"ENSMUSG00000095172",0
"ENSMUSG00000095174",221
"ENSMUSG00000095175",0
"ENSMUSG00000095176",0
"ENSMUSG00000095178",38
"ENSMUSG00000095179",0
"ENSMUSG00000095180",1
"ENSMUSG00000095182",0
"ENSMUSG00000095183",0
"ENSMUSG00000095184",0
"ENSMUSG00000095185",0
"ENSMUSG00000095186",1
"ENSMUSG00000095187",0
"ENSMUSG00000095188",0
"ENSMUSG00000095189",0
"ENSMUSG00000095190",0
"ENSMUSG00000095191",0
"ENSMUSG00000095192",0
"ENSMUSG00000095193",945
"ENSMUSG00000095194",0
"ENSMUSG00000095195",0
"ENSMUSG00000095196",0
"ENSMUSG00000095197",0
"ENSMUSG00000095198",0
"ENSMUSG00000095199",0
"ENSMUSG00000095200",884
"ENSMUSG00000095201",0
"ENSMUSG00000095202",0
"ENSMUSG00000095203",0
"ENSMUSG00000095204",1
"ENSMUSG00000095205",76
"ENSMUSG00000095207",0
"ENSMUSG00000095209",1
"ENSMUSG00000095210",0
"ENSMUSG00000095212",0
"ENSMUSG00000095213",0
"ENSMUSG00000095214",0
"ENSMUSG00000095217",202
"ENSMUSG00000095218",0
"ENSMUSG00000095220",0
"ENSMUSG00000095221",0
"ENSMUSG00000095222",0
"ENSMUSG00000095224",0
"ENSMUSG00000095226",0
"ENSMUSG00000095228",0
"ENSMUSG00000095229",0
"ENSMUSG00000095231",0
"ENSMUSG00000095232",0
"ENSMUSG00000095233",0
"ENSMUSG00000095234",0
"ENSMUSG00000095236",0
"ENSMUSG00000095238",0
"ENSMUSG00000095239",0
"ENSMUSG00000095240",0
"ENSMUSG00000095241",0
"ENSMUSG00000095242",0
"ENSMUSG00000095243",0
"ENSMUSG00000095245",0
"ENSMUSG00000095246",0
"ENSMUSG00000095247",0
"ENSMUSG00000095248",0
"ENSMUSG00000095249",0
"ENSMUSG00000095250",0
"ENSMUSG00000095251",0
"ENSMUSG00000095253",3100
"ENSMUSG00000095255",1
"ENSMUSG00000095256",0
"ENSMUSG00000095257",0
"ENSMUSG00000095258",0
"ENSMUSG00000095259",0
"ENSMUSG00000095260",0
"ENSMUSG00000095261",0
"ENSMUSG00000095262",0
"ENSMUSG00000095263",0
"ENSMUSG00000095266",1
"ENSMUSG00000095267",0
"ENSMUSG00000095269",0
"ENSMUSG00000095270",0
"ENSMUSG00000095272",0
"ENSMUSG00000095273",0
"ENSMUSG00000095274",0
"ENSMUSG00000095275",0
"ENSMUSG00000095276",0
"ENSMUSG00000095277",0
"ENSMUSG00000095278",6
"ENSMUSG00000095279",0
"ENSMUSG00000095280",73
"ENSMUSG00000095281",36
"ENSMUSG00000095282",0
"ENSMUSG00000095283",0
"ENSMUSG00000095284",0
"ENSMUSG00000095285",0
"ENSMUSG00000095286",0
"ENSMUSG00000095287",0
"ENSMUSG00000095288",325
"ENSMUSG00000095289",0
"ENSMUSG00000095290",0
"ENSMUSG00000095291",0
"ENSMUSG00000095292",0
"ENSMUSG00000095293",0
"ENSMUSG00000095294",0
"ENSMUSG00000095295",0
"ENSMUSG00000095296",0
"ENSMUSG00000095297",12
"ENSMUSG00000095298",0
"ENSMUSG00000095299",0
"ENSMUSG00000095300",0
"ENSMUSG00000095301",0
"ENSMUSG00000095302",0
"ENSMUSG00000095304",0
"ENSMUSG00000095305",0
"ENSMUSG00000095307",0
"ENSMUSG00000095309",0
"ENSMUSG00000095310",0
"ENSMUSG00000095311",16
"ENSMUSG00000095312",0
"ENSMUSG00000095314",0
"ENSMUSG00000095315",132
"ENSMUSG00000095316",0
"ENSMUSG00000095318",0
"ENSMUSG00000095319",0
"ENSMUSG00000095320",0
"ENSMUSG00000095321",0
"ENSMUSG00000095322",0
"ENSMUSG00000095323",0
"ENSMUSG00000095324",0
"ENSMUSG00000095325",1022
"ENSMUSG00000095327",0
"ENSMUSG00000095328",0
"ENSMUSG00000095330",0
"ENSMUSG00000095331",0
"ENSMUSG00000095332",3785
"ENSMUSG00000095333",0
"ENSMUSG00000095334",74
"ENSMUSG00000095335",0
"ENSMUSG00000095336",1
"ENSMUSG00000095338",0
"ENSMUSG00000095339",0
"ENSMUSG00000095340",0
"ENSMUSG00000095341",0
"ENSMUSG00000095342",0
"ENSMUSG00000095344",0
"ENSMUSG00000095345",0
"ENSMUSG00000095346",0
"ENSMUSG00000095347",0
"ENSMUSG00000095348",0
"ENSMUSG00000095349",0
"ENSMUSG00000095350",0
"ENSMUSG00000095351",0
"ENSMUSG00000095353",0
"ENSMUSG00000095356",0
"ENSMUSG00000095357",0
"ENSMUSG00000095358",0
"ENSMUSG00000095360",0
"ENSMUSG00000095361",4
"ENSMUSG00000095362",545
"ENSMUSG00000095363",0
"ENSMUSG00000095365",0
"ENSMUSG00000095366",2
"ENSMUSG00000095368",0
"ENSMUSG00000095369",0
"ENSMUSG00000095370",0
"ENSMUSG00000095371",0
"ENSMUSG00000095372",0
"ENSMUSG00000095374",0
"ENSMUSG00000095376",0
"ENSMUSG00000095377",0
"ENSMUSG00000095379",0
"ENSMUSG00000095380",0
"ENSMUSG00000095382",0
"ENSMUSG00000095383",0
"ENSMUSG00000095384",0
"ENSMUSG00000095385",8
"ENSMUSG00000095386",0
"ENSMUSG00000095387",0
"ENSMUSG00000095388",0
"ENSMUSG00000095389",0
"ENSMUSG00000095390",0
"ENSMUSG00000095392",0
"ENSMUSG00000095393",0
"ENSMUSG00000095394",0
"ENSMUSG00000095395",0
"ENSMUSG00000095396",29
"ENSMUSG00000095398",0
"ENSMUSG00000095399",0
"ENSMUSG00000095401",0
"ENSMUSG00000095402",0
"ENSMUSG00000095403",91
"ENSMUSG00000095407",1
"ENSMUSG00000095408",0
"ENSMUSG00000095409",0
"ENSMUSG00000095410",0
"ENSMUSG00000095411",0
"ENSMUSG00000095412",0
"ENSMUSG00000095413",0
"ENSMUSG00000095414",0
"ENSMUSG00000095416",41
"ENSMUSG00000095418",0
"ENSMUSG00000095419",3
"ENSMUSG00000095420",0
"ENSMUSG00000095422",0
"ENSMUSG00000095423",0
"ENSMUSG00000095424",0
"ENSMUSG00000095425",0
"ENSMUSG00000095426",0
"ENSMUSG00000095427",16
"ENSMUSG00000095428",0
"ENSMUSG00000095429",0
"ENSMUSG00000095430",3
"ENSMUSG00000095431",0
"ENSMUSG00000095432",2106
"ENSMUSG00000095433",0
"ENSMUSG00000095434",0
